provision_version_id,instrument_id,stable_provision_id,effective_from,effective_to_exclusive,application_basis,source_uri,source_snapshot_hashes,source_snapshot_dates,exact_change_kind,semantic_change,actor_role,modality,true_effect,false_effect,reserved_decision_owner,evidence_contract,external_dependencies,rule_determinacy,authority_judgment_required,authority_judgment_kind,legal_linguistic_conflict,semantic_note
IT-DLGS-19-2021:Art.11(2):v1,IT-DLGS-19-2021,IT-DLGS-19-2021:Art.11(2),2021-03-13,,D.lgs. 19/2021 effective 2021-03-13; held Article 11 text governs the admitted event horizon,https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2021-02-02;19~art11!vig=2021-03-13,d3fffcf48658f6cc7a555453b767c6381dbdb2ca579bd8a74fbf8b1bfcf3bc98,2021-03-13,INITIAL,INITIAL,Regions and autonomous provinces,shall,Guarantee the resources necessary to implement the plant-health measures within resources available under current legislation.,"Without an Article 3 implementation requirement, this measure-specific resource duty does not activate. Missing need or availability evidence remains UNKNOWN.",Regions and autonomous provinces,Applicable plant-health measures; implementation workload and resource need; resources legally available; regional allocation and deployment evidence.,[],DETERMINISTIC_RULE,YES,RESOURCE_ALLOCATION_WITHIN_LEGAL_AVAILABILITY,-,The clause requires resource provision within the statutory availability boundary. It does not create an aid entitlement or permit nonimplementation of an active measure by inference.
IT-DLGS-19-2021:Art.13(1):corresponding-reference-laboratory:v1,IT-DLGS-19-2021,IT-DLGS-19-2021:Art.13(1):corresponding-reference-laboratory,2021-03-13,,D.lgs. 19/2021 effective 2021-03-13; held Article 13 text governs the admitted event horizon,https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2021-02-02;19~art13!vig=2021-03-13,cb1ce8d01d0392877a9da445c5ee8c5ef36740f85b4a65a45468792bb02d4889,2021-03-13,INITIAL,INITIAL,Minister responsible for agriculture,shall,Designate one or more corresponding national reference laboratories by ministerial decree.,"Without a corresponding EU reference laboratory, this mandatory corresponding-designation route does not activate. The separate unmatched-designation route may remain available.",Minister responsible for agriculture,Effective EU reference-laboratory designation; qualifying national laboratory identity and scope; ministerial designation decree; continuing qualification.,"[""EU-2017-625:Art.93(1):eu-reference-laboratory-designation"",""EU-2017-625:Art.100:national-reference-laboratory-status""]",DETERMINISTIC_RULE,YES,MINISTERIAL_REFERENCE_LABORATORY_DESIGNATION,-,The statutory route allocates designation authority. Technical capability without the ministerial designation does not establish national-reference status.
IT-DLGS-19-2021:Art.13(1):unmatched-reference-laboratory:v1,IT-DLGS-19-2021,IT-DLGS-19-2021:Art.13(1):unmatched-reference-laboratory,2021-03-13,,D.lgs. 19/2021 effective 2021-03-13; held Article 13 text governs the admitted event horizon,https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2021-02-02;19~art13!vig=2021-03-13,cb1ce8d01d0392877a9da445c5ee8c5ef36740f85b4a65a45468792bb02d4889,2021-03-13,INITIAL,INITIAL,Minister responsible for agriculture,may,Designate a national reference laboratory by ministerial decree despite the absence of a corresponding EU reference laboratory.,"Where a corresponding EU reference laboratory exists, this unmatched route does not apply; the corresponding-designation route governs. Missing correspondence or qualification evidence remains UNKNOWN.",Minister responsible for agriculture,Evidence that no corresponding EU reference laboratory exists; qualifying laboratory identity and scope; ministerial designation decree; continuing qualification.,"[""EU-2017-625:Art.100:national-reference-laboratory-status""]",DETERMINISTIC_RULE,YES,MINISTERIAL_UNMATCHED_REFERENCE_LABORATORY_DESIGNATION,-,"This route does not allow a plan, regional act or scientific practice to substitute for the ministerial designation."
IT-DLGS-19-2021:Art.13(2):v1,IT-DLGS-19-2021,IT-DLGS-19-2021:Art.13(2),2021-03-13,,D.lgs. 19/2021 effective 2021-03-13; held Article 13 text governs the admitted event horizon,https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2021-02-02;19~art13!vig=2021-03-13,cb1ce8d01d0392877a9da445c5ee8c5ef36740f85b4a65a45468792bb02d4889,2021-03-13,INITIAL,INITIAL,Minister responsible for agriculture,shall,Verify and require compliance with Regulation 2017/625 Article 100(3) as a constitutive condition of the designation.,"Without an undertaking to designate a national reference laboratory, this designation-process requirement does not activate. Missing qualification evidence leaves designation unresolved.",Minister responsible for agriculture,Proposed laboratory identity and exact competence; Regulation 2017/625 Article 100(3) qualification evidence; ministerial designation record.,"[""EU-2017-625:Art.100:national-reference-laboratory-status""]",DETERMINISTIC_RULE,YES,REFERENCE_LABORATORY_QUALIFICATION,-,Qualification is part of valid designation. It is not a post-designation administrative check and cannot be inferred from technical reputation.
IT-DLGS-19-2021:Art.13(4):v1,IT-DLGS-19-2021,IT-DLGS-19-2021:Art.13(4),2021-03-13,,D.lgs. 19/2021 effective 2021-03-13; held Article 13 text governs the admitted event horizon,https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2021-02-02;19~art13!vig=2021-03-13,cb1ce8d01d0392877a9da445c5ee8c5ef36740f85b4a65a45468792bb02d4889,2021-03-13,INITIAL,INITIAL,Minister responsible for agriculture,shall,Revoke the national reference laboratory designation after obtaining the National Plant Health Committee opinion.,"If continuing qualification and required activities remain satisfied, this revocation route does not activate. Missing qualification or performance evidence remains UNKNOWN.",Minister responsible for agriculture,Current designation and scope; evidence of lost Article 13(2) requirements or failed Article 13(5) activities; National Plant Health Committee opinion; ministerial revocation act.,[],DETERMINISTIC_RULE,YES,REFERENCE_LABORATORY_REVOCATION,-,"The deficiency or failed activity activates the revocation duty. Committee opinion is required completion evidence before revocation, not an antecedent that makes the deficiency false when absent."
IT-DLGS-19-2021:Art.13(5)(b):v1,IT-DLGS-19-2021,IT-DLGS-19-2021:Art.13(5)(b),2021-03-13,,D.lgs. 19/2021 effective 2021-03-13; Article 13(5) stem and point (b) govern the admitted event horizon,https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2021-02-02;19~art13!vig=2021-03-13,cb1ce8d01d0392877a9da445c5ee8c5ef36740f85b4a65a45468792bb02d4889,2021-03-13,INITIAL,INITIAL,National reference laboratory,shall,"Coordinate designated official laboratories to harmonize and improve analysis, testing and diagnostic methods and their use.","Without committee direction within the laboratory’s designated competence, this coordination duty does not activate. Missing direction or scope evidence remains UNKNOWN.",-,Valid national-reference designation and competence; committee direction; exact official laboratories and methods; coordination and harmonization records.,[],DETERMINISTIC_RULE,NO,-,-,Coordination may govern method quality and use. It does not designate an official laboratory or make a case finding.
IT-DLGS-19-2021:Art.13(5)(h):v1,IT-DLGS-19-2021,IT-DLGS-19-2021:Art.13(5)(h),2021-03-13,,D.lgs. 19/2021 effective 2021-03-13; Article 13(5) stem and point (h) govern the admitted event horizon,https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2021-02-02;19~art13!vig=2021-03-13,cb1ce8d01d0392877a9da445c5ee8c5ef36740f85b4a65a45468792bb02d4889,2021-03-13,INITIAL,INITIAL,National reference laboratory,shall,"Actively assist the National Plant Health Service with pest diagnosis and consignment nonconformity, including confirmatory diagnosis and characterization or taxonomic studies.","Without committee direction within the laboratory’s designated competence, this support duty does not activate. Missing direction, sample or scope evidence remains UNKNOWN.",-,"Valid national-reference designation and competence; committee direction; official sample or consignment identity; diagnostic, confirmatory, characterization or taxonomic report.",[],DETERMINISTIC_RULE,NO,-,-,The national reference laboratory supplies evidence and scientific support. The competent Regional Plant Health Service retains the official-confirmation decision and legal branch selection.
IT-DLGS-19-2021:Art.13(5)-stem:v1,IT-DLGS-19-2021,IT-DLGS-19-2021:Art.13(5)-stem,2021-03-13,,D.lgs. 19/2021 effective 2021-03-13; held Article 13 text governs the admitted event horizon,https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2021-02-02;19~art13!vig=2021-03-13,cb1ce8d01d0392877a9da445c5ee8c5ef36740f85b4a65a45468792bb02d4889,2021-03-13,INITIAL,INITIAL,National reference laboratory,shall,Apply the source-native Article 13(5) duty corresponding to the committee-directed activity within the laboratory’s designated competence.,"Without committee direction within designated competence, the Article 13(5) duty does not activate. Missing direction or competence evidence remains UNKNOWN.",-,Valid national-reference designation and competence; National Plant Health Committee direction; exact Article 13(5) task and completion record.,[],DETERMINISTIC_RULE,NO,-,-,The stem supplies the common competence and committee-direction conditions. Each point retains its own effect.
IT-DLGS-19-2021:Art.14(1):designate-official-laboratory:v1,IT-DLGS-19-2021,IT-DLGS-19-2021:Art.14(1):designate-official-laboratory,2021-03-13,,D.lgs. 19/2021 effective 2021-03-13; held Article 14 text governs the admitted event horizon,https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2021-02-02;19~art14!vig=2021-03-13,76b4ffbe61ab6b417d78a0842bd2b92ca28a9158ee3796d71720063679c678e4,2021-03-13,INITIAL,INITIAL,Regional plant-health service,shall,"Verify Regulation 2017/625 Article 37 requirements, hear the National Plant Health Committee and designate official laboratories for exact analyses, tests and diagnoses on official samples.","Where evidence proves a mandatory qualification, hearing or written-scope requirement is absent, official-laboratory designation is not established.",Regional plant-health service,Laboratory identity and exact task/method scope; Regulation 2017/625 Article 37 qualification evidence; National Plant Health Committee hearing; regional written designation.,"[""EU-2017-625:Art.37(1,3-5):official-laboratory-designation-tuple""]",DETERMINISTIC_RULE,YES,OFFICIAL_LABORATORY_DESIGNATION,-,"Qualification review, committee hearing and written scope are cumulative. Missing evidence is not a failed requirement."
IT-DLGS-19-2021:Art.14(1):official-laboratory-capacity:v1,IT-DLGS-19-2021,IT-DLGS-19-2021:Art.14(1):official-laboratory-capacity,2021-03-13,,D.lgs. 19/2021 effective 2021-03-13; held Article 14 text governs the admitted event horizon,https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2021-02-02;19~art14!vig=2021-03-13,76b4ffbe61ab6b417d78a0842bd2b92ca28a9158ee3796d71720063679c678e4,2021-03-13,INITIAL,INITIAL,Regional plant-health service,shall,"Maintain official-laboratory capacity for analyses, tests and diagnoses on samples from official controls and other official activities in the regional territory.",-,Regional plant-health service,Regional official-control workload; laboratory capacity and competence; continuing availability to the Regional Plant Health Service.,"[""EU-2017-625:Art.37(1,3-5):official-laboratory-designation-tuple""]",DETERMINISTIC_RULE,YES,OFFICIAL_LABORATORY_CAPACITY,-,Capacity does not itself designate a laboratory or make an analysis official.
