holding_party_assignment_reference,holding_reference,party_reference,role_kind,bounded_scope,as_of
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0525,PUGLIAOLIVE-HOLDING-0525,PUGLIAOLIVE-MEMBER-0525,current_steward,PUGLIAOLIVE-HOLDING-0525,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0526,PUGLIAOLIVE-HOLDING-0526,PUGLIAOLIVE-MEMBER-0526,current_steward,PUGLIAOLIVE-HOLDING-0526,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0527,PUGLIAOLIVE-HOLDING-0527,PUGLIAOLIVE-MEMBER-0527,current_steward,PUGLIAOLIVE-HOLDING-0527,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0528,PUGLIAOLIVE-HOLDING-0528,PUGLIAOLIVE-MEMBER-0528,current_steward,PUGLIAOLIVE-HOLDING-0528,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0529,PUGLIAOLIVE-HOLDING-0529,PUGLIAOLIVE-MEMBER-0529,current_steward,PUGLIAOLIVE-HOLDING-0529,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0530,PUGLIAOLIVE-HOLDING-0530,PUGLIAOLIVE-MEMBER-0530,current_steward,PUGLIAOLIVE-HOLDING-0530,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0531,PUGLIAOLIVE-HOLDING-0531,PUGLIAOLIVE-MEMBER-0531,current_steward,PUGLIAOLIVE-HOLDING-0531,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0532,PUGLIAOLIVE-HOLDING-0532,PUGLIAOLIVE-MEMBER-0532,current_steward,PUGLIAOLIVE-HOLDING-0532,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0533,PUGLIAOLIVE-HOLDING-0533,PUGLIAOLIVE-MEMBER-0533,current_steward,PUGLIAOLIVE-HOLDING-0533,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0534,PUGLIAOLIVE-HOLDING-0534,PUGLIAOLIVE-MEMBER-0534,current_steward,PUGLIAOLIVE-HOLDING-0534,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0535,PUGLIAOLIVE-HOLDING-0535,PUGLIAOLIVE-MEMBER-0535,current_steward,PUGLIAOLIVE-HOLDING-0535,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0536,PUGLIAOLIVE-HOLDING-0536,PUGLIAOLIVE-MEMBER-0536,current_steward,PUGLIAOLIVE-HOLDING-0536,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0537,PUGLIAOLIVE-HOLDING-0537,PUGLIAOLIVE-MEMBER-0537,current_steward,PUGLIAOLIVE-HOLDING-0537,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0538,PUGLIAOLIVE-HOLDING-0538,PUGLIAOLIVE-MEMBER-0538,current_steward,PUGLIAOLIVE-HOLDING-0538,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0539,PUGLIAOLIVE-HOLDING-0539,PUGLIAOLIVE-MEMBER-0539,current_steward,PUGLIAOLIVE-HOLDING-0539,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0540,PUGLIAOLIVE-HOLDING-0540,PUGLIAOLIVE-MEMBER-0540,current_steward,PUGLIAOLIVE-HOLDING-0540,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0541,PUGLIAOLIVE-HOLDING-0541,PUGLIAOLIVE-MEMBER-0541,current_steward,PUGLIAOLIVE-HOLDING-0541,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0542,PUGLIAOLIVE-HOLDING-0542,PUGLIAOLIVE-MEMBER-0542,current_steward,PUGLIAOLIVE-HOLDING-0542,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0543,PUGLIAOLIVE-HOLDING-0543,PUGLIAOLIVE-MEMBER-0543,current_steward,PUGLIAOLIVE-HOLDING-0543,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0544,PUGLIAOLIVE-HOLDING-0544,PUGLIAOLIVE-MEMBER-0544,current_steward,PUGLIAOLIVE-HOLDING-0544,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0545,PUGLIAOLIVE-HOLDING-0545,PUGLIAOLIVE-MEMBER-0545,current_steward,PUGLIAOLIVE-HOLDING-0545,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0546,PUGLIAOLIVE-HOLDING-0546,PUGLIAOLIVE-MEMBER-0546,current_steward,PUGLIAOLIVE-HOLDING-0546,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0547,PUGLIAOLIVE-HOLDING-0547,PUGLIAOLIVE-MEMBER-0547,current_steward,PUGLIAOLIVE-HOLDING-0547,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0548,PUGLIAOLIVE-HOLDING-0548,PUGLIAOLIVE-MEMBER-0548,current_steward,PUGLIAOLIVE-HOLDING-0548,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0549,PUGLIAOLIVE-HOLDING-0549,PUGLIAOLIVE-MEMBER-0549,current_steward,PUGLIAOLIVE-HOLDING-0549,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0550,PUGLIAOLIVE-HOLDING-0550,PUGLIAOLIVE-MEMBER-0550,current_steward,PUGLIAOLIVE-HOLDING-0550,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0551,PUGLIAOLIVE-HOLDING-0551,PUGLIAOLIVE-MEMBER-0551,current_steward,PUGLIAOLIVE-HOLDING-0551,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0552,PUGLIAOLIVE-HOLDING-0552,PUGLIAOLIVE-MEMBER-0552,current_steward,PUGLIAOLIVE-HOLDING-0552,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0553,PUGLIAOLIVE-HOLDING-0553,PUGLIAOLIVE-MEMBER-0553,current_steward,PUGLIAOLIVE-HOLDING-0553,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0554,PUGLIAOLIVE-HOLDING-0554,PUGLIAOLIVE-MEMBER-0554,current_steward,PUGLIAOLIVE-HOLDING-0554,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0555,PUGLIAOLIVE-HOLDING-0555,PUGLIAOLIVE-MEMBER-0555,current_steward,PUGLIAOLIVE-HOLDING-0555,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0556,PUGLIAOLIVE-HOLDING-0556,PUGLIAOLIVE-MEMBER-0556,current_steward,PUGLIAOLIVE-HOLDING-0556,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0557,PUGLIAOLIVE-HOLDING-0557,PUGLIAOLIVE-MEMBER-0557,current_steward,PUGLIAOLIVE-HOLDING-0557,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0558,PUGLIAOLIVE-HOLDING-0558,PUGLIAOLIVE-MEMBER-0558,current_steward,PUGLIAOLIVE-HOLDING-0558,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0559,PUGLIAOLIVE-HOLDING-0559,PUGLIAOLIVE-MEMBER-0559,current_steward,PUGLIAOLIVE-HOLDING-0559,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0560,PUGLIAOLIVE-HOLDING-0560,PUGLIAOLIVE-MEMBER-0560,current_steward,PUGLIAOLIVE-HOLDING-0560,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0561,PUGLIAOLIVE-HOLDING-0561,PUGLIAOLIVE-MEMBER-0561,current_steward,PUGLIAOLIVE-HOLDING-0561,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0562,PUGLIAOLIVE-HOLDING-0562,PUGLIAOLIVE-MEMBER-0562,current_steward,PUGLIAOLIVE-HOLDING-0562,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0563,PUGLIAOLIVE-HOLDING-0563,PUGLIAOLIVE-MEMBER-0563,current_steward,PUGLIAOLIVE-HOLDING-0563,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0564,PUGLIAOLIVE-HOLDING-0564,PUGLIAOLIVE-MEMBER-0564,current_steward,PUGLIAOLIVE-HOLDING-0564,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0565,PUGLIAOLIVE-HOLDING-0565,PUGLIAOLIVE-MEMBER-0565,current_steward,PUGLIAOLIVE-HOLDING-0565,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0566,PUGLIAOLIVE-HOLDING-0566,PUGLIAOLIVE-MEMBER-0566,current_steward,PUGLIAOLIVE-HOLDING-0566,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0567,PUGLIAOLIVE-HOLDING-0567,PUGLIAOLIVE-MEMBER-0567,current_steward,PUGLIAOLIVE-HOLDING-0567,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0568,PUGLIAOLIVE-HOLDING-0568,PUGLIAOLIVE-MEMBER-0568,current_steward,PUGLIAOLIVE-HOLDING-0568,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0569,PUGLIAOLIVE-HOLDING-0569,PUGLIAOLIVE-MEMBER-0569,current_steward,PUGLIAOLIVE-HOLDING-0569,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0570,PUGLIAOLIVE-HOLDING-0570,PUGLIAOLIVE-MEMBER-0570,current_steward,PUGLIAOLIVE-HOLDING-0570,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0571,PUGLIAOLIVE-HOLDING-0571,PUGLIAOLIVE-MEMBER-0571,current_steward,PUGLIAOLIVE-HOLDING-0571,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0572,PUGLIAOLIVE-HOLDING-0572,PUGLIAOLIVE-MEMBER-0572,current_steward,PUGLIAOLIVE-HOLDING-0572,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0573,PUGLIAOLIVE-HOLDING-0573,PUGLIAOLIVE-MEMBER-0573,current_steward,PUGLIAOLIVE-HOLDING-0573,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0574,PUGLIAOLIVE-HOLDING-0574,PUGLIAOLIVE-MEMBER-0574,current_steward,PUGLIAOLIVE-HOLDING-0574,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0575,PUGLIAOLIVE-HOLDING-0575,PUGLIAOLIVE-MEMBER-0575,current_steward,PUGLIAOLIVE-HOLDING-0575,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0576,PUGLIAOLIVE-HOLDING-0576,PUGLIAOLIVE-MEMBER-0576,current_steward,PUGLIAOLIVE-HOLDING-0576,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0577,PUGLIAOLIVE-HOLDING-0577,PUGLIAOLIVE-MEMBER-0577,current_steward,PUGLIAOLIVE-HOLDING-0577,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0578,PUGLIAOLIVE-HOLDING-0578,PUGLIAOLIVE-MEMBER-0578,current_steward,PUGLIAOLIVE-HOLDING-0578,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0579,PUGLIAOLIVE-HOLDING-0579,PUGLIAOLIVE-MEMBER-0579,current_steward,PUGLIAOLIVE-HOLDING-0579,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0580,PUGLIAOLIVE-HOLDING-0580,PUGLIAOLIVE-MEMBER-0580,current_steward,PUGLIAOLIVE-HOLDING-0580,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0581,PUGLIAOLIVE-HOLDING-0581,PUGLIAOLIVE-MEMBER-0581,current_steward,PUGLIAOLIVE-HOLDING-0581,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0582,PUGLIAOLIVE-HOLDING-0582,PUGLIAOLIVE-MEMBER-0582,current_steward,PUGLIAOLIVE-HOLDING-0582,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0583,PUGLIAOLIVE-HOLDING-0583,PUGLIAOLIVE-MEMBER-0583,current_steward,PUGLIAOLIVE-HOLDING-0583,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0584,PUGLIAOLIVE-HOLDING-0584,PUGLIAOLIVE-MEMBER-0584,current_steward,PUGLIAOLIVE-HOLDING-0584,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0585,PUGLIAOLIVE-HOLDING-0585,PUGLIAOLIVE-MEMBER-0585,current_steward,PUGLIAOLIVE-HOLDING-0585,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0586,PUGLIAOLIVE-HOLDING-0586,PUGLIAOLIVE-MEMBER-0586,current_steward,PUGLIAOLIVE-HOLDING-0586,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0587,PUGLIAOLIVE-HOLDING-0587,PUGLIAOLIVE-MEMBER-0587,current_steward,PUGLIAOLIVE-HOLDING-0587,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0588,PUGLIAOLIVE-HOLDING-0588,PUGLIAOLIVE-MEMBER-0588,current_steward,PUGLIAOLIVE-HOLDING-0588,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0589,PUGLIAOLIVE-HOLDING-0589,PUGLIAOLIVE-MEMBER-0589,current_steward,PUGLIAOLIVE-HOLDING-0589,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0590,PUGLIAOLIVE-HOLDING-0590,PUGLIAOLIVE-MEMBER-0590,current_steward,PUGLIAOLIVE-HOLDING-0590,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0591,PUGLIAOLIVE-HOLDING-0591,PUGLIAOLIVE-MEMBER-0591,current_steward,PUGLIAOLIVE-HOLDING-0591,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0592,PUGLIAOLIVE-HOLDING-0592,PUGLIAOLIVE-MEMBER-0592,current_steward,PUGLIAOLIVE-HOLDING-0592,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0593,PUGLIAOLIVE-HOLDING-0593,PUGLIAOLIVE-MEMBER-0593,current_steward,PUGLIAOLIVE-HOLDING-0593,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0594,PUGLIAOLIVE-HOLDING-0594,PUGLIAOLIVE-MEMBER-0594,current_steward,PUGLIAOLIVE-HOLDING-0594,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0595,PUGLIAOLIVE-HOLDING-0595,PUGLIAOLIVE-MEMBER-0595,current_steward,PUGLIAOLIVE-HOLDING-0595,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0596,PUGLIAOLIVE-HOLDING-0596,PUGLIAOLIVE-MEMBER-0596,current_steward,PUGLIAOLIVE-HOLDING-0596,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0597,PUGLIAOLIVE-HOLDING-0597,PUGLIAOLIVE-MEMBER-0597,current_steward,PUGLIAOLIVE-HOLDING-0597,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0598,PUGLIAOLIVE-HOLDING-0598,PUGLIAOLIVE-MEMBER-0598,current_steward,PUGLIAOLIVE-HOLDING-0598,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0599,PUGLIAOLIVE-HOLDING-0599,PUGLIAOLIVE-MEMBER-0599,current_steward,PUGLIAOLIVE-HOLDING-0599,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0600,PUGLIAOLIVE-HOLDING-0600,PUGLIAOLIVE-MEMBER-0600,current_steward,PUGLIAOLIVE-HOLDING-0600,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0601,PUGLIAOLIVE-HOLDING-0601,PUGLIAOLIVE-MEMBER-0601,current_steward,PUGLIAOLIVE-HOLDING-0601,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0602,PUGLIAOLIVE-HOLDING-0602,PUGLIAOLIVE-MEMBER-0602,current_steward,PUGLIAOLIVE-HOLDING-0602,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0603,PUGLIAOLIVE-HOLDING-0603,PUGLIAOLIVE-MEMBER-0603,current_steward,PUGLIAOLIVE-HOLDING-0603,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0604,PUGLIAOLIVE-HOLDING-0604,PUGLIAOLIVE-MEMBER-0604,current_steward,PUGLIAOLIVE-HOLDING-0604,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0605,PUGLIAOLIVE-HOLDING-0605,PUGLIAOLIVE-MEMBER-0605,current_steward,PUGLIAOLIVE-HOLDING-0605,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0606,PUGLIAOLIVE-HOLDING-0606,PUGLIAOLIVE-MEMBER-0606,current_steward,PUGLIAOLIVE-HOLDING-0606,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0607,PUGLIAOLIVE-HOLDING-0607,PUGLIAOLIVE-MEMBER-0607,current_steward,PUGLIAOLIVE-HOLDING-0607,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0608,PUGLIAOLIVE-HOLDING-0608,PUGLIAOLIVE-MEMBER-0608,current_steward,PUGLIAOLIVE-HOLDING-0608,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0609,PUGLIAOLIVE-HOLDING-0609,PUGLIAOLIVE-MEMBER-0609,current_steward,PUGLIAOLIVE-HOLDING-0609,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0610,PUGLIAOLIVE-HOLDING-0610,PUGLIAOLIVE-MEMBER-0610,current_steward,PUGLIAOLIVE-HOLDING-0610,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0611,PUGLIAOLIVE-HOLDING-0611,PUGLIAOLIVE-MEMBER-0611,current_steward,PUGLIAOLIVE-HOLDING-0611,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0612,PUGLIAOLIVE-HOLDING-0612,PUGLIAOLIVE-MEMBER-0612,current_steward,PUGLIAOLIVE-HOLDING-0612,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0613,PUGLIAOLIVE-HOLDING-0613,PUGLIAOLIVE-MEMBER-0613,current_steward,PUGLIAOLIVE-HOLDING-0613,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0614,PUGLIAOLIVE-HOLDING-0614,PUGLIAOLIVE-MEMBER-0614,current_steward,PUGLIAOLIVE-HOLDING-0614,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0615,PUGLIAOLIVE-HOLDING-0615,PUGLIAOLIVE-MEMBER-0615,current_steward,PUGLIAOLIVE-HOLDING-0615,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0616,PUGLIAOLIVE-HOLDING-0616,PUGLIAOLIVE-MEMBER-0616,current_steward,PUGLIAOLIVE-HOLDING-0616,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0617,PUGLIAOLIVE-HOLDING-0617,PUGLIAOLIVE-MEMBER-0617,current_steward,PUGLIAOLIVE-HOLDING-0617,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0618,PUGLIAOLIVE-HOLDING-0618,PUGLIAOLIVE-MEMBER-0618,current_steward,PUGLIAOLIVE-HOLDING-0618,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0619,PUGLIAOLIVE-HOLDING-0619,PUGLIAOLIVE-MEMBER-0619,current_steward,PUGLIAOLIVE-HOLDING-0619,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0620,PUGLIAOLIVE-HOLDING-0620,PUGLIAOLIVE-MEMBER-0620,current_steward,PUGLIAOLIVE-HOLDING-0620,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0621,PUGLIAOLIVE-HOLDING-0621,PUGLIAOLIVE-MEMBER-0621,current_steward,PUGLIAOLIVE-HOLDING-0621,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0622,PUGLIAOLIVE-HOLDING-0622,PUGLIAOLIVE-MEMBER-0622,current_steward,PUGLIAOLIVE-HOLDING-0622,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0623,PUGLIAOLIVE-HOLDING-0623,PUGLIAOLIVE-MEMBER-0623,current_steward,PUGLIAOLIVE-HOLDING-0623,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0624,PUGLIAOLIVE-HOLDING-0624,PUGLIAOLIVE-MEMBER-0624,current_steward,PUGLIAOLIVE-HOLDING-0624,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0625,PUGLIAOLIVE-HOLDING-0625,PUGLIAOLIVE-MEMBER-0625,current_steward,PUGLIAOLIVE-HOLDING-0625,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0626,PUGLIAOLIVE-HOLDING-0626,PUGLIAOLIVE-MEMBER-0626,current_steward,PUGLIAOLIVE-HOLDING-0626,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0627,PUGLIAOLIVE-HOLDING-0627,PUGLIAOLIVE-MEMBER-0627,current_steward,PUGLIAOLIVE-HOLDING-0627,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0628,PUGLIAOLIVE-HOLDING-0628,PUGLIAOLIVE-MEMBER-0628,current_steward,PUGLIAOLIVE-HOLDING-0628,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0629,PUGLIAOLIVE-HOLDING-0629,PUGLIAOLIVE-MEMBER-0629,current_steward,PUGLIAOLIVE-HOLDING-0629,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0630,PUGLIAOLIVE-HOLDING-0630,PUGLIAOLIVE-MEMBER-0630,current_steward,PUGLIAOLIVE-HOLDING-0630,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0631,PUGLIAOLIVE-HOLDING-0631,PUGLIAOLIVE-MEMBER-0631,current_steward,PUGLIAOLIVE-HOLDING-0631,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0632,PUGLIAOLIVE-HOLDING-0632,PUGLIAOLIVE-MEMBER-0632,current_steward,PUGLIAOLIVE-HOLDING-0632,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0633,PUGLIAOLIVE-HOLDING-0633,PUGLIAOLIVE-MEMBER-0633,current_steward,PUGLIAOLIVE-HOLDING-0633,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0634,PUGLIAOLIVE-HOLDING-0634,PUGLIAOLIVE-MEMBER-0634,current_steward,PUGLIAOLIVE-HOLDING-0634,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0635,PUGLIAOLIVE-HOLDING-0635,PUGLIAOLIVE-MEMBER-0635,current_steward,PUGLIAOLIVE-HOLDING-0635,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0636,PUGLIAOLIVE-HOLDING-0636,PUGLIAOLIVE-MEMBER-0636,current_steward,PUGLIAOLIVE-HOLDING-0636,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0637,PUGLIAOLIVE-HOLDING-0637,PUGLIAOLIVE-MEMBER-0637,current_steward,PUGLIAOLIVE-HOLDING-0637,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0638,PUGLIAOLIVE-HOLDING-0638,PUGLIAOLIVE-MEMBER-0638,current_steward,PUGLIAOLIVE-HOLDING-0638,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0639,PUGLIAOLIVE-HOLDING-0639,PUGLIAOLIVE-MEMBER-0639,current_steward,PUGLIAOLIVE-HOLDING-0639,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0640,PUGLIAOLIVE-HOLDING-0640,PUGLIAOLIVE-MEMBER-0640,current_steward,PUGLIAOLIVE-HOLDING-0640,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0641,PUGLIAOLIVE-HOLDING-0641,PUGLIAOLIVE-MEMBER-0641,current_steward,PUGLIAOLIVE-HOLDING-0641,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0642,PUGLIAOLIVE-HOLDING-0642,PUGLIAOLIVE-MEMBER-0642,current_steward,PUGLIAOLIVE-HOLDING-0642,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0643,PUGLIAOLIVE-HOLDING-0643,PUGLIAOLIVE-MEMBER-0643,current_steward,PUGLIAOLIVE-HOLDING-0643,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0644,PUGLIAOLIVE-HOLDING-0644,PUGLIAOLIVE-MEMBER-0644,current_steward,PUGLIAOLIVE-HOLDING-0644,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0645,PUGLIAOLIVE-HOLDING-0645,PUGLIAOLIVE-MEMBER-0645,current_steward,PUGLIAOLIVE-HOLDING-0645,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0646,PUGLIAOLIVE-HOLDING-0646,PUGLIAOLIVE-MEMBER-0646,current_steward,PUGLIAOLIVE-HOLDING-0646,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0647,PUGLIAOLIVE-HOLDING-0647,PUGLIAOLIVE-MEMBER-0647,current_steward,PUGLIAOLIVE-HOLDING-0647,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0648,PUGLIAOLIVE-HOLDING-0648,PUGLIAOLIVE-MEMBER-0648,current_steward,PUGLIAOLIVE-HOLDING-0648,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0649,PUGLIAOLIVE-HOLDING-0649,PUGLIAOLIVE-MEMBER-0649,current_steward,PUGLIAOLIVE-HOLDING-0649,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0650,PUGLIAOLIVE-HOLDING-0650,PUGLIAOLIVE-MEMBER-0650,current_steward,PUGLIAOLIVE-HOLDING-0650,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0651,PUGLIAOLIVE-HOLDING-0651,PUGLIAOLIVE-MEMBER-0651,current_steward,PUGLIAOLIVE-HOLDING-0651,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0652,PUGLIAOLIVE-HOLDING-0652,PUGLIAOLIVE-MEMBER-0652,current_steward,PUGLIAOLIVE-HOLDING-0652,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0653,PUGLIAOLIVE-HOLDING-0653,PUGLIAOLIVE-MEMBER-0653,current_steward,PUGLIAOLIVE-HOLDING-0653,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0654,PUGLIAOLIVE-HOLDING-0654,PUGLIAOLIVE-MEMBER-0654,current_steward,PUGLIAOLIVE-HOLDING-0654,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0655,PUGLIAOLIVE-HOLDING-0655,PUGLIAOLIVE-MEMBER-0655,current_steward,PUGLIAOLIVE-HOLDING-0655,2026-08-24
