position_ref,order_ref,comune,foglio,particella,parcel_ref,holder_named_in_annex,basis,subject_resolution
DET-11-2026-FITO:TRIGGIANO:3:579,DET-11-2026-FITO,Triggiano,3,579,L425_000300.579,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:3:610,DET-11-2026-FITO,Triggiano,3,610,L425_000300.610,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:3:578,DET-11-2026-FITO,Triggiano,3,578,L425_000300.578,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:3:609,DET-11-2026-FITO,Triggiano,3,609,L425_000300.609,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:3:607,DET-11-2026-FITO,Triggiano,3,607,L425_000300.607,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:3:603,DET-11-2026-FITO,Triggiano,3,603,L425_000300.603,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:3:600,DET-11-2026-FITO,Triggiano,3,600,L425_000300.600,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:3:565,DET-11-2026-FITO,Triggiano,3,565,L425_000300.565,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:3:564,DET-11-2026-FITO,Triggiano,3,564,L425_000300.564,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:3:169,DET-11-2026-FITO,Triggiano,3,169,L425_000300.169,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:3:955,DET-11-2026-FITO,Triggiano,3,955,L425_000300.955,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:3:954,DET-11-2026-FITO,Triggiano,3,954,L425_000300.954,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:3:953,DET-11-2026-FITO,Triggiano,3,953,L425_000300.953,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:3:952,DET-11-2026-FITO,Triggiano,3,952,L425_000300.952,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:3:951,DET-11-2026-FITO,Triggiano,3,951,L425_000300.951,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:3:950,DET-11-2026-FITO,Triggiano,3,950,L425_000300.950,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:3:551,DET-11-2026-FITO,Triggiano,3,551,L425_000300.551,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:3:154,DET-11-2026-FITO,Triggiano,3,154,L425_000300.154,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:3:151,DET-11-2026-FITO,Triggiano,3,151,L425_000300.151,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:3:949,DET-11-2026-FITO,Triggiano,3,949,L425_000300.949,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:3:948,DET-11-2026-FITO,Triggiano,3,948,L425_000300.948,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:3:947,DET-11-2026-FITO,Triggiano,3,947,L425_000300.947,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:3:946,DET-11-2026-FITO,Triggiano,3,946,L425_000300.946,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:3:945,DET-11-2026-FITO,Triggiano,3,945,L425_000300.945,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:3:148,DET-11-2026-FITO,Triggiano,3,148,L425_000300.148,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:3:144,DET-11-2026-FITO,Triggiano,3,144,L425_000300.144,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:3:934,DET-11-2026-FITO,Triggiano,3,934,L425_000300.934,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:3:932,DET-11-2026-FITO,Triggiano,3,932,L425_000300.932,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:3:899,DET-11-2026-FITO,Triggiano,3,899,L425_000300.899,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:3:931,DET-11-2026-FITO,Triggiano,3,931,L425_000300.931,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:3:898,DET-11-2026-FITO,Triggiano,3,898,L425_000300.898,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:3:930,DET-11-2026-FITO,Triggiano,3,930,L425_000300.930,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:3:897,DET-11-2026-FITO,Triggiano,3,897,L425_000300.897,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:3:896,DET-11-2026-FITO,Triggiano,3,896,L425_000300.896,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:3:895,DET-11-2026-FITO,Triggiano,3,895,L425_000300.895,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:3:894,DET-11-2026-FITO,Triggiano,3,894,L425_000300.894,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:3:893,DET-11-2026-FITO,Triggiano,3,893,L425_000300.893,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:3:892,DET-11-2026-FITO,Triggiano,3,892,L425_000300.892,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:3:891,DET-11-2026-FITO,Triggiano,3,891,L425_000300.891,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:3:890,DET-11-2026-FITO,Triggiano,3,890,L425_000300.890,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:3:134,DET-11-2026-FITO,Triggiano,3,134,L425_000300.134,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:3:133,DET-11-2026-FITO,Triggiano,3,133,L425_000300.133,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:3:490,DET-11-2026-FITO,Triggiano,3,490,L425_000300.490,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:3:130,DET-11-2026-FITO,Triggiano,3,130,L425_000300.130,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:3:929,DET-11-2026-FITO,Triggiano,3,929,L425_000300.929,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:3:928,DET-11-2026-FITO,Triggiano,3,928,L425_000300.928,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:3:927,DET-11-2026-FITO,Triggiano,3,927,L425_000300.927,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:3:926,DET-11-2026-FITO,Triggiano,3,926,L425_000300.926,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:3:925,DET-11-2026-FITO,Triggiano,3,925,L425_000300.925,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:3:924,DET-11-2026-FITO,Triggiano,3,924,L425_000300.924,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:3:923,DET-11-2026-FITO,Triggiano,3,923,L425_000300.923,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:3:922,DET-11-2026-FITO,Triggiano,3,922,L425_000300.922,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:3:889,DET-11-2026-FITO,Triggiano,3,889,L425_000300.889,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:3:921,DET-11-2026-FITO,Triggiano,3,921,L425_000300.921,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:3:888,DET-11-2026-FITO,Triggiano,3,888,L425_000300.888,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:3:920,DET-11-2026-FITO,Triggiano,3,920,L425_000300.920,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:3:887,DET-11-2026-FITO,Triggiano,3,887,L425_000300.887,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:3:886,DET-11-2026-FITO,Triggiano,3,886,L425_000300.886,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:3:526,DET-11-2026-FITO,Triggiano,3,526,L425_000300.526,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:3:885,DET-11-2026-FITO,Triggiano,3,885,L425_000300.885,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:3:525,DET-11-2026-FITO,Triggiano,3,525,L425_000300.525,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:3:884,DET-11-2026-FITO,Triggiano,3,884,L425_000300.884,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:3:524,DET-11-2026-FITO,Triggiano,3,524,L425_000300.524,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:3:883,DET-11-2026-FITO,Triggiano,3,883,L425_000300.883,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:3:523,DET-11-2026-FITO,Triggiano,3,523,L425_000300.523,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:3:882,DET-11-2026-FITO,Triggiano,3,882,L425_000300.882,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:3:522,DET-11-2026-FITO,Triggiano,3,522,L425_000300.522,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:3:881,DET-11-2026-FITO,Triggiano,3,881,L425_000300.881,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:3:880,DET-11-2026-FITO,Triggiano,3,880,L425_000300.880,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:3:129,DET-11-2026-FITO,Triggiano,3,129,L425_000300.129,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:3:127,DET-11-2026-FITO,Triggiano,3,127,L425_000300.127,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:3:125,DET-11-2026-FITO,Triggiano,3,125,L425_000300.125,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:3:123,DET-11-2026-FITO,Triggiano,3,123,L425_000300.123,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:3:919,DET-11-2026-FITO,Triggiano,3,919,L425_000300.919,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:3:918,DET-11-2026-FITO,Triggiano,3,918,L425_000300.918,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:3:917,DET-11-2026-FITO,Triggiano,3,917,L425_000300.917,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:3:916,DET-11-2026-FITO,Triggiano,3,916,L425_000300.916,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:3:915,DET-11-2026-FITO,Triggiano,3,915,L425_000300.915,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
